plant_1_id;plant_1_name;plant_2_id;plant_2_name;group_id;group_name;good_neighbour;bad_neighbour;comment
1;Apfel;64;Kapuzierkresse;;;TRUE;FALSE;
1;Apfel;26;Knoblauch;;;TRUE;FALSE;
1;Apfel;65;Schnittlauch;;;TRUE;FALSE;
2;Aubergine;5;Bohne;;;TRUE;FALSE;
2;Aubergine;6;Brokkoli;;;TRUE;FALSE;
2;Aubergine;27;Kohlrabi;;;TRUE;FALSE;
2;Aubergine;;;2;Salat;TRUE;FALSE;
2;Aubergine;53;Spinat;;;TRUE;FALSE;
3;Birne;66;Gänseblümchen;;;TRUE;FALSE;
3;Birne;67;Ringelblumen;;;TRUE;FALSE;
3;Birne;68;Primeln;;;TRUE;FALSE;
4;Blumenkohl;69;Buschbohne;;;TRUE;FALSE;
4;Blumenkohl;12;Endivie;;;TRUE;FALSE;
4;Blumenkohl;13;Erbse;;;TRUE;FALSE;
4;Blumenkohl;19;Gurke;;;TRUE;FALSE;
4;Blumenkohl;53;Spinat;;;TRUE;FALSE;
5;Bohne;70;Bohnenkraut;;;TRUE;FALSE;
5;Bohne;;;;;TRUE;FALSE;viele Gemüsesorten
6;Brokkoli;47;Rote Bete;;;TRUE;FALSE;
6;Brokkoli;34;Mangold;;;TRUE;FALSE;
6;Brokkoli;51;Knollensellerie;;;TRUE;FALSE;
6;Brokkoli;56;Stangensellerie;;;TRUE;FALSE;
6;Brokkoli;71;Porree;;;TRUE;FALSE;
6;Brokkoli;43;Rettich;;;TRUE;FALSE;
7;Brombeere;69;Buschbohne;;;TRUE;FALSE;
7;Brombeere;72;Süßlupine;;;TRUE;FALSE;
7;Brombeere;73;Wicke;;;TRUE;FALSE;
7;Brombeere;74;Senf;;;TRUE;FALSE;
8;Chicorée;13;Erbse;;;TRUE;FALSE;
8;Chicorée;16;Fenchel;;;TRUE;FALSE;
8;Chicorée;;;2;Salat;TRUE;FALSE;
8;Chicorée;30;Lauch;;;TRUE;FALSE;
8;Chicorée;47;Rote Bete;;;TRUE;FALSE;
8;Chicorée;58;Tomate;;;TRUE;FALSE;
9;Chinakohl;5;Bohne;;;TRUE;FALSE;
9;Chinakohl;;;2;Salat;;;
9;Chinakohl;23;Karotte;;;TRUE;FALSE;
9;Chinakohl;53;Spinat;;;TRUE;FALSE;
10;Eichblattsalat;5;Bohne;;;TRUE;FALSE;
10;Eichblattsalat;19;Gurke;;;TRUE;FALSE;
10;Eichblattsalat;;;3;Kohl;TRUE;FALSE;
10;Eichblattsalat;58;Tomate;;;TRUE;FALSE;
10;Eichblattsalat;63;Zwiebel;;;TRUE;FALSE;
11;Eisbergsalat;33;Mais;;;TRUE;FALSE;
11;Eisbergsalat;23;Karotte;;;TRUE;FALSE;
11;Eisbergsalat;27;Kohlrabi;;;TRUE;FALSE;
11;Eisbergsalat;30;Lauch;;;TRUE;FALSE;
11;Eisbergsalat;49;Rucola;;;TRUE;FALSE;
11;Eisbergsalat;58;Tomate;;;TRUE;FALSE;
12;Endivie;5;Bohne;;;TRUE;FALSE;
12;Endivie;69;Buschbohne;;;TRUE;FALSE;
12;Endivie;16;Fenchel;;;TRUE;FALSE;
12;Endivie;;;3;Kohl;TRUE;FALSE;
12;Endivie;30;Lauch;;;TRUE;FALSE;
12;Endivie;;;2;Salat;TRUE;FALSE;
13;Erbse;19;Gurke;;;TRUE;FALSE;
13;Erbse;23;Karotte;;;TRUE;FALSE;
13;Erbse;;;3;Kohl;TRUE;FALSE;
13;Erbse;43;Rettich;;;TRUE;FALSE;
13;Erbse;;;2;Salat;TRUE;FALSE;
13;Erbse;62;Zucchini;;;TRUE;FALSE;
14;Erdbeere;75;Petersilie;;;TRUE;FALSE;
14;Erdbeere;67;Ringelblumen;;;TRUE;FALSE;
14;Erdbeere;76;Salbei;;;TRUE;FALSE;
14;Erdbeere;63;Zwiebel;;;TRUE;FALSE;
15;Feldsalat;14;Erdbeere;;;TRUE;FALSE;
15;Feldsalat;42;Radieschen;;;TRUE;FALSE;
15;Feldsalat;63;Zwiebel;;;TRUE;FALSE;
16;Fenchel;58;Tomate;;;TRUE;FALSE;
16;Fenchel;;;2;Salat;TRUE;FALSE;
16;Fenchel;42;Radieschen;;;TRUE;FALSE;
16;Fenchel;4;Blumenkohl;;;TRUE;FALSE;
17;Frühlingszwiebel;19;Gurke;;;TRUE;FALSE;
17;Frühlingszwiebel;23;Karotte;;;TRUE;FALSE;
17;Frühlingszwiebel;77;Dill;;;TRUE;FALSE;
17;Frühlingszwiebel;;;2;Salat;TRUE;FALSE;
17;Frühlingszwiebel;53;Spinat;;;TRUE;FALSE;
17;Frühlingszwiebel;51;Knollensellerie;;;TRUE;FALSE;
17;Frühlingszwiebel;56;Stangensellerie;;;TRUE;FALSE;
18;Grünkohl;30;Lauch;;;TRUE;FALSE;
18;Grünkohl;42;Radieschen;;;TRUE;FALSE;
18;Grünkohl;;;2;Salat;TRUE;FALSE;
18;Grünkohl;51;Knollensellerie;;;TRUE;FALSE;
18;Grünkohl;56;Stangensellerie;;;TRUE;FALSE;
18;Grünkohl;53;Spinat;;;TRUE;FALSE;
18;Grünkohl;58;Tomate;;;TRUE;FALSE;
19;Gurke;5;Bohne;;;TRUE;FALSE;
19;Gurke;69;Buschbohne;;;TRUE;FALSE;
19;Gurke;13;Erbse;;;TRUE;FALSE;
19;Gurke;;;3;Kohl;TRUE;FALSE;
19;Gurke;30;Lauch;;;TRUE;FALSE;
19;Gurke;51;Knollensellerie;;;TRUE;FALSE;
19;Gurke;56;Stangensellerie;;;TRUE;FALSE;
19;Gurke;63;Zwiebel;;;TRUE;FALSE;
20;Heidelbeere;22;Johannisbeere;;;TRUE;FALSE;
20;Heidelbeere;78;Rhododendron;;;TRUE;FALSE;
20;Heidelbeere;79;Schafgarbe;;;TRUE;FALSE;
21;Himbeere;1;Apfel;;;TRUE;FALSE;
21;Himbeere;26;Knoblauch;;;TRUE;FALSE;
21;Himbeere;75;Petersilie;;;TRUE;FALSE;
22;Johannisbeere;26;Knoblauch;;;TRUE;FALSE;
22;Johannisbeere;63;Zwiebel;;;TRUE;FALSE;
22;Johannisbeere;55;Stachelbeere;;;TRUE;FALSE;
23;Karotte;8;Chicorée;;;TRUE;FALSE;
23;Karotte;34;Mangold;;;TRUE;FALSE;
23;Karotte;42;Radieschen;;;TRUE;FALSE;
23;Karotte;58;Tomate;;;TRUE;FALSE;
23;Karotte;63;Zwiebel;;;TRUE;FALSE;
24;Kartoffel;5;Bohne;;;TRUE;FALSE;
24;Kartoffel;;;3;Kohl;TRUE;FALSE;
24;Kartoffel;27;Kohlrabi;;;TRUE;FALSE;
24;Kartoffel;33;Mais;;;TRUE;FALSE;
24;Kartoffel;53;Spinat;;;TRUE;FALSE;
24;Kartoffel;81;Kümmel;;;TRUE;FALSE;
25;Kirsche;82;Melisse;;;TRUE;FALSE;
25;Kirsche;65;Schnittlauch;;;TRUE;FALSE;
25;Kirsche;83;Pfefferminze;;;TRUE;FALSE;
26;Knoblauch;14;Erdbeere;;;TRUE;FALSE;
26;Knoblauch;19;Gurke;;;TRUE;FALSE;
26;Knoblauch;23;Karotte;;;TRUE;FALSE;
26;Knoblauch;24;Kartoffel;;;TRUE;FALSE;
26;Knoblauch;84;Lilie;;;TRUE;FALSE;
26;Knoblauch;58;Tomate;;;TRUE;FALSE;
27;Kohlrabi;13;Erbse;;;TRUE;FALSE;
27;Kohlrabi;24;Kartoffel;;;TRUE;FALSE;
27;Kohlrabi;30;Lauch;;;TRUE;FALSE;
27;Kohlrabi;42;Radieschen;;;TRUE;FALSE;
27;Kohlrabi;53;Spinat;;;TRUE;FALSE;
27;Kohlrabi;;;2;Salat;TRUE;FALSE;
28;Kopfsalat;5;Bohne;;;TRUE;FALSE;
28;Kopfsalat;69;Buschbohne;;;TRUE;FALSE;
28;Kopfsalat;13;Erbse;;;TRUE;FALSE;
28;Kopfsalat;14;Erdbeere;;;TRUE;FALSE;
28;Kopfsalat;19;Gurke;;;TRUE;FALSE;
28;Kopfsalat;58;Tomate;;;TRUE;FALSE;
28;Kopfsalat;63;Zwiebel;;;TRUE;FALSE;
29;Kürbis;23;Karotte;;;TRUE;FALSE;
29;Kürbis;33;Mais;;;TRUE;FALSE;
29;Kürbis;75;Petersilie;;;TRUE;FALSE;
29;Kürbis;67;Ringelblumen;;;TRUE;FALSE;
29;Kürbis;63;Zwiebel;;;TRUE;FALSE;
30;Lauch;19;Gurke;;;TRUE;FALSE;
30;Lauch;;;2;Salat;TRUE;FALSE;
30;Lauch;50;Schwarzwurzel;;;TRUE;FALSE;
30;Lauch;51;Knollensellerie;;;TRUE;FALSE;
30;Lauch;56;Stangensellerie;;;TRUE;FALSE;
30;Lauch;58;Tomate;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;5;Bohne;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;69;Buschbohne;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;16;Fenchel;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;19;Gurke;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;23;Karotte;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;;;3;Kohl;TRUE;FALSE;
31;Lollo Bianco / Rosso;43;Rettich;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;47;Rote Bete;;;TRUE;FALSE;
31;Lollo Bianco / Rosso;58;Tomate;;;TRUE;FALSE;
32;Mairübe;5;Bohne;;;TRUE;FALSE;
32;Mairübe;69;Buschbohne;;;TRUE;FALSE;
32;Mairübe;77;Dill;;;TRUE;FALSE;
32;Mairübe;13;Erbse;;;TRUE;FALSE;
32;Mairübe;28;Kopfsalat;;;TRUE;FALSE;
32;Mairübe;34;Mangold;;;TRUE;FALSE;
32;Mairübe;53;Spinat;;;TRUE;FALSE;
33;Mais;29;Kürbis;;;TRUE;FALSE;
33;Mais;62;Zucchini;;;TRUE;FALSE;
33;Mais;19;Gurke;;;TRUE;FALSE;
33;Mais;85;Melone;;;TRUE;FALSE;
33;Mais;;;2;Salat;TRUE;FALSE;
33;Mais;58;Tomate;;;TRUE;FALSE;
34;Mangold;5;Bohne;;;TRUE;FALSE;
34;Mangold;69;Buschbohne;;;TRUE;FALSE;
34;Mangold;23;Karotte;;;TRUE;FALSE;
34;Mangold;;;3;Kohl;TRUE;FALSE;
34;Mangold;42;Radieschen;;;TRUE;FALSE;
34;Mangold;43;Rettich;;;TRUE;FALSE;
35;Mirabelle;86;Geranie;;;TRUE;FALSE;
35;Mirabelle;87;Klee;;;TRUE;FALSE;
35;Mirabelle;26;Knoblauch;;;TRUE;FALSE;
35;Mirabelle;74;Senf;;;TRUE;FALSE;
35;Mirabelle;63;Zwiebel;;;TRUE;FALSE;
36;Pak Choi;5;Bohne;;;TRUE;FALSE;
36;Pak Choi;69;Buschbohne;;;TRUE;FALSE;
36;Pak Choi;12;Endivie;;;TRUE;FALSE;
36;Pak Choi;13;Erbse;;;TRUE;FALSE;
36;Pak Choi;23;Karotte;;;TRUE;FALSE;
36;Pak Choi;;;2;Salat;TRUE;FALSE;
36;Pak Choi;58;Tomate;;;TRUE;FALSE;
37;Paprika;19;Gurke;;;TRUE;FALSE;
37;Paprika;23;Karotte;;;TRUE;FALSE;
37;Paprika;;;3;Kohl;TRUE;FALSE;
37;Paprika;58;Tomate;;;TRUE;FALSE;
38;Pastinake;13;Erbse;;;TRUE;FALSE;
38;Pastinake;80;Majoran;;;TRUE;FALSE;
38;Pastinake;43;Rettich;;;TRUE;FALSE;
38;Pastinake;51;Knollensellerie;;;TRUE;FALSE;
38;Pastinake;56;Stangensellerie;;;TRUE;FALSE;
38;Pastinake;53;Spinat;;;TRUE;FALSE;
38;Pastinake;63;Zwiebel;;;TRUE;FALSE;
39;Petersilienknolle;5;Bohne;;;TRUE;FALSE;
39;Petersilienknolle;13;Erbse;;;TRUE;FALSE;
39;Petersilienknolle;69;Buschbohne;;;TRUE;FALSE;
39;Petersilienknolle;72;Süßlupine;;;TRUE;FALSE;
39;Petersilienknolle;88;Kichererbse;;;TRUE;FALSE;
39;Petersilienknolle;89;Zuckerschote;;;TRUE;FALSE;
40;Pflaume;90;Thymian;;;TRUE;FALSE;
41;Radicchio;5;Bohne;;;TRUE;FALSE;
41;Radicchio;69;Buschbohne;;;TRUE;FALSE;
41;Radicchio;77;Dill;;;TRUE;FALSE;
41;Radicchio;16;Fenchel;;;TRUE;FALSE;
41;Radicchio;42;Radieschen;;;TRUE;FALSE;
41;Radicchio;51;Knollensellerie;;;TRUE;FALSE;
41;Radicchio;56;Stangensellerie;;;TRUE;FALSE;
41;Radicchio;63;Zwiebel;;;TRUE;FALSE;
42;Radieschen;5;Bohne;;;TRUE;FALSE;
42;Radieschen;69;Buschbohne;;;TRUE;FALSE;
42;Radieschen;13;Erbse;;;TRUE;FALSE;
42;Radieschen;23;Karotte;;;TRUE;FALSE;
42;Radieschen;;;2;Salat;TRUE;FALSE;
43;Rettich;5;Bohne;;;TRUE;FALSE;
43;Rettich;69;Buschbohne;;;TRUE;FALSE;
43;Rettich;13;Erbse;;;TRUE;FALSE;
43;Rettich;23;Karotte;;;TRUE;FALSE;
43;Rettich;;;2;Salat;TRUE;FALSE;
44;Rhabarber;5;Bohne;;;TRUE;FALSE;
44;Rhabarber;69;Buschbohne;;;TRUE;FALSE;
44;Rhabarber;13;Erbse;;;TRUE;FALSE;
44;Rhabarber;;;3;Kohl;TRUE;FALSE;
44;Rhabarber;;;2;Salat;TRUE;FALSE;
44;Rhabarber;53;Spinat;;;TRUE;FALSE;
45;Romanasalat;14;Erdbeere;;;TRUE;FALSE;
45;Romanasalat;16;Fenchel;;;TRUE;FALSE;
45;Romanasalat;;;3;Kohl;TRUE;FALSE;
45;Romanasalat;52;Spargel;;;TRUE;FALSE;
45;Romanasalat;58;Tomate;;;TRUE;FALSE;
45;Romanasalat;63;Zwiebel;;;TRUE;FALSE;
46;Rosenkohl;13;Erbse;;;TRUE;FALSE;
46;Rosenkohl;19;Gurke;;;TRUE;FALSE;
46;Rosenkohl;43;Rettich;;;TRUE;FALSE;
46;Rosenkohl;;;2;Salat;TRUE;FALSE;
46;Rosenkohl;63;Zwiebel;;;TRUE;FALSE;
46;Rosenkohl;62;Zucchini;;;TRUE;FALSE;
47;Rote Bete;26;Knoblauch;;;TRUE;FALSE;
47;Rote Bete;27;Kohlrabi;;;TRUE;FALSE;
47;Rote Bete;;;2;Salat;TRUE;FALSE;
47;Rote Bete;62;Zucchini;;;TRUE;FALSE;
47;Rote Bete;63;Zwiebel;;;TRUE;FALSE;
48;Rotkohl;;;1;Kräuter;TRUE;FALSE;
48;Rotkohl;24;Kartoffel;;;TRUE;FALSE;
48;Rotkohl;30;Lauch;;;TRUE;FALSE;
48;Rotkohl;;;2;Salat;TRUE;FALSE;
48;Rotkohl;56;Stangensellerie;;;TRUE;FALSE;
48;Rotkohl;51;Knollensellerie;;;TRUE;FALSE;
48;Rotkohl;58;Tomate;;;TRUE;FALSE;
49;Rucola;33;Mais;;;TRUE;FALSE;
49;Rucola;;;2;Salat;TRUE;FALSE;
50;Schwarzwurzel;5;Bohne;;;TRUE;FALSE;
50;Schwarzwurzel;69;Buschbohne;;;TRUE;FALSE;
50;Schwarzwurzel;27;Kohlrabi;;;TRUE;FALSE;
50;Schwarzwurzel;30;Lauch;;;TRUE;FALSE;
50;Schwarzwurzel;;;2;Salat;TRUE;FALSE;
51;Knollensellerie;19;Gurke;;;TRUE;FALSE;
51;Knollensellerie;;;3;Kohl;TRUE;FALSE;
51;Knollensellerie;30;Lauch;;;TRUE;FALSE;
51;Knollensellerie;53;Spinat;;;TRUE;FALSE;
51;Knollensellerie;58;Tomate;;;TRUE;FALSE;
52;Spargel;27;Kohlrabi;;;TRUE;FALSE;
52;Spargel;;;2;Salat;TRUE;FALSE;
53;Spinat;24;Kartoffel;;;TRUE;FALSE;
53;Spinat;;;3;Kohl;TRUE;FALSE;
53;Spinat;42;Radieschen;;;TRUE;FALSE;
53;Spinat;43;Rettich;;;TRUE;FALSE;
53;Spinat;58;Tomate;;;TRUE;FALSE;
54;Spitzkohl;5;Bohne;;;TRUE;FALSE;
54;Spitzkohl;69;Buschbohne;;;TRUE;FALSE;
54;Spitzkohl;13;Erbse;;;TRUE;FALSE;
54;Spitzkohl;23;Karotte;;;TRUE;FALSE;
54;Spitzkohl;;;1;Kräuter;TRUE;FALSE;
54;Spitzkohl;;;2;Salat;TRUE;FALSE;
54;Spitzkohl;51;Knollensellerie;;;TRUE;FALSE;
54;Spitzkohl;56;Stangensellerie;;;TRUE;FALSE;
55;Stachelbeere;7;Brombeere;;;TRUE;FALSE;
55;Stachelbeere;14;Erdbeere;;;TRUE;FALSE;
55;Stachelbeere;20;Heidelbeere;;;TRUE;FALSE;
55;Stachelbeere;21;Himbeere;;;TRUE;FALSE;
55;Stachelbeere;22;Johannisbeere;;;TRUE;FALSE;
55;Stachelbeere;55;Stachelbeere;;;TRUE;FALSE;
55;Stachelbeere;26;Knoblauch;;;TRUE;FALSE;
55;Stachelbeere;82;Melisse;;;TRUE;FALSE;
55;Stachelbeere;65;Schnittlauch;;;TRUE;FALSE;
55;Stachelbeere;58;Tomate;;;TRUE;FALSE;
56;Stangensellerie;19;Gurke;;;TRUE;FALSE;
56;Stangensellerie;;;3;Kohl;TRUE;FALSE;
56;Stangensellerie;;;2;Salat;TRUE;FALSE;
57;Steckrübe;5;Bohne;;;TRUE;FALSE;
57;Steckrübe;69;Buschbohne;;;TRUE;FALSE;
57;Steckrübe;77;Dill;;;TRUE;FALSE;
57;Steckrübe;13;Erbse;;;TRUE;FALSE;
57;Steckrübe;19;Gurke;;;TRUE;FALSE;
57;Steckrübe;;;2;Salat;TRUE;FALSE;
57;Steckrübe;51;Knollensellerie;;;TRUE;FALSE;
57;Steckrübe;56;Stangensellerie;;;TRUE;FALSE;
57;Steckrübe;58;Tomate;;;TRUE;FALSE;
58;Tomate;8;Chicorée;;;TRUE;FALSE;
58;Tomate;26;Knoblauch;;;TRUE;FALSE;
58;Tomate;30;Lauch;;;TRUE;FALSE;
58;Tomate;43;Rettich;;;TRUE;FALSE;
58;Tomate;63;Zwiebel;;;TRUE;FALSE;
59;Traube;91;Haselnuss;;;TRUE;FALSE;
59;Traube;13;Erbse;;;TRUE;FALSE;
59;Traube;87;Klee;;;TRUE;FALSE;
59;Traube;92;Ysop;1;Kräuter;TRUE;FALSE;
59;Traube;72;Süßlupine;;;TRUE;FALSE;
60;Weißkohl;93;Basilikum;;;TRUE;FALSE;
60;Weißkohl;77;Dill;;;TRUE;FALSE;
60;Weißkohl;51;Knollensellerie;;;TRUE;FALSE;
60;Weißkohl;90;Thymian;;;TRUE;FALSE;
61;Wirsing;23;Karotte;;;TRUE;FALSE;
61;Wirsing;24;Kartoffel;;;TRUE;FALSE;
61;Wirsing;37;Paprika;;;TRUE;FALSE;
61;Wirsing;;;2;Salat;TRUE;FALSE;
61;Wirsing;51;Knollensellerie;;;TRUE;FALSE;
61;Wirsing;56;Stangensellerie;;;TRUE;FALSE;
61;Wirsing;53;Spinat;;;TRUE;FALSE;
62;Zucchini;;;1;Kräuter;TRUE;FALSE;
62;Zucchini;;;5;Blumen;TRUE;FALSE;
62;Zucchini;33;Mais;;;TRUE;FALSE;
62;Zucchini;47;Rote Bete;;;TRUE;FALSE;
